# Residuals   
# Time        	p             	Ux            	Uy            
0             	N/A	N/A
490           	7.019176e-06	9.663218e-06	1.141858e-05
491           	6.672904e-06	9.656261e-06	1.130264e-05
492           	6.780314e-06	9.659482e-06	1.130668e-05
493           	6.771296e-06	9.657731e-06	1.160303e-05
494           	6.736917e-06	9.659220e-06	1.138346e-05
495           	6.825651e-06	9.651148e-06	1.131396e-05
496           	6.950520e-06	9.656270e-06	1.156592e-05
497           	6.818061e-06	9.646833e-06	1.116606e-05
498           	7.023071e-06	9.646826e-06	1.109006e-05
499           	6.954057e-06	9.640457e-06	1.095823e-05
500           	7.243145e-06	9.642196e-06	1.070246e-05
501           	7.240734e-06	9.635347e-06	1.077373e-05
502           	7.281879e-06	9.638015e-06	1.075975e-05
503           	7.241093e-06	9.632613e-06	1.093112e-05
504           	7.119925e-06	9.634121e-06	1.066255e-05
505           	7.400901e-06	9.625980e-06	1.045066e-05
506           	7.587671e-06	9.627054e-06	1.038772e-05
507           	7.265551e-06	9.620456e-06	1.033093e-05
508           	7.526111e-06	9.622718e-06	1.031968e-05
509           	7.778986e-06	9.615266e-06	1.033898e-05
